:Data_list: power_202405.txt
:Created: Tue May  30 10:07:54 UTC 2024
2024-05-05 01:30:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 01:30:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 01:35:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 01:35:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 01:40:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 01:40:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 01:45:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 01:45:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 01:50:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 01:50:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 01:55:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 01:55:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 02:00:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 02:00:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 02:05:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 02:05:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 02:10:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:10:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 02:15:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:15:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:20:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:20:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:25:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:25:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:30:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:30:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:35:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:35:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:40:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:40:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:45:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:45:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:50:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:50:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 02:55:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 02:55:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:00:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:00:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:05:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:05:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:10:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:10:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:15:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:15:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:20:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:20:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:25:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:25:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:30:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:30:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:35:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:35:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:40:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:40:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:45:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:45:00 NOAA-UT (S)  7   29.00   1.00
2024-05-05 03:50:00 NOAA-UT (N)  7   27.00   1.00
2024-05-05 03:50:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 03:55:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 03:55:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:00:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:00:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:05:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:05:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:10:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:10:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:15:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:15:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:20:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:20:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:25:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:25:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:30:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:30:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:35:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:35:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 04:40:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:40:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 04:45:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:45:00 NOAA-UT (S)  7   28.00   1.00
2024-05-05 04:50:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 04:50:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 04:55:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 04:55:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 05:00:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 05:00:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 05:05:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 05:05:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 05:10:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 05:10:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 05:15:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 05:15:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 05:20:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 05:20:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 05:25:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 05:25:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 05:30:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 05:30:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 05:35:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 05:35:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 05:40:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 05:40:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 05:45:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 05:45:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 05:50:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 05:50:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 05:55:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 05:55:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 06:00:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 06:00:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 06:05:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 06:05:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 06:10:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 06:10:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 06:15:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 06:15:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 06:20:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 06:20:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 06:25:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 06:25:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 06:30:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 06:30:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 06:35:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 06:35:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 06:40:00 NOAA-UT (N)  6   19.00   1.00
2024-05-05 06:40:00 NOAA-UT (S)  7   20.00   1.00
2024-05-05 06:45:00 NOAA-UT (N)  6   19.00   1.00
2024-05-05 06:45:00 NOAA-UT (S)  7   20.00   1.00
2024-05-05 06:50:00 NOAA-UT (N)  6   19.00   1.00
2024-05-05 06:50:00 NOAA-UT (S)  7   20.00   1.00
2024-05-05 06:55:00 NOAA-UT (N)  6   19.00   1.00
2024-05-05 06:55:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 07:00:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 07:00:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 07:05:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 07:05:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 07:10:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 07:10:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 07:15:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 07:15:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 07:20:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 07:20:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 07:25:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 07:25:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 07:30:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 07:30:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 07:35:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 07:35:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 07:40:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 07:40:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 07:45:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 07:45:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 07:50:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 07:50:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 07:55:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 07:55:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 08:00:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 08:00:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 08:05:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 08:05:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 08:10:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 08:10:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 08:15:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 08:15:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 08:20:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 08:20:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:25:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 08:25:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:30:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 08:30:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:35:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 08:35:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:40:00 NOAA-UT (N)  7   26.00   1.00
2024-05-05 08:40:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:45:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 08:45:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:50:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 08:50:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 08:55:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 08:55:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 09:00:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 09:00:00 NOAA-UT (S)  7   27.00   1.00
2024-05-05 09:05:00 NOAA-UT (N)  7   25.00   1.00
2024-05-05 09:05:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 09:10:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 09:10:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 09:15:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 09:15:00 NOAA-UT (S)  7   26.00   1.00
2024-05-05 09:20:00 NOAA-UT (N)  7   24.00   1.00
2024-05-05 09:20:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 09:25:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 09:25:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 09:30:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 09:30:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 09:35:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 09:35:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 09:40:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 09:40:00 NOAA-UT (S)  7   25.00   1.00
2024-05-05 09:45:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 09:45:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 09:50:00 NOAA-UT (N)  7   23.00   1.00
2024-05-05 09:50:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 09:55:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 09:55:00 NOAA-UT (S)  7   24.00   1.00
2024-05-05 10:00:00 NOAA-UT (N)  7   22.00   1.00
2024-05-05 10:00:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 10:05:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 10:05:00 NOAA-UT (S)  7   23.00   1.00
2024-05-05 10:10:00 NOAA-UT (N)  7   21.00   1.00
2024-05-05 10:10:00 NOAA-UT (S)  7   22.00   1.00
2024-05-05 10:15:00 NOAA-UT (N)  7   20.00   1.00
2024-05-05 10:15:00 NOAA-UT (S)  7   21.00   1.00
2024-05-05 10:20:00 NOAA-UT (N)  6   17.00   1.00
2024-05-05 10:20:00 NOAA-UT (S)  6   18.00   1.00
2024-05-05 10:25:00 NOAA-UT (N)  6   17.00   1.00
2024-05-05 10:25:00 NOAA-UT (S)  6   17.00   1.00
2024-05-05 10:30:00 NOAA-UT (N)  6   17.00   1.00
2024-05-05 10:30:00 NOAA-UT (S)  6   17.00   1.00
2024-05-05 10:35:00 NOAA-UT (N)  6   17.00   1.00
2024-05-05 10:35:00 NOAA-UT (S)  6   17.00   1.00
2024-05-05 10:40:00 NOAA-UT (N)  6   19.00   1.00
2024-05-05 10:40:00 NOAA-UT (S)  7   20.00   1.00
2024-05-05 10:45:00 NOAA-UT (N)  6   18.00   1.00
2024-05-05 10:45:00 NOAA-UT (S)  6   19.00   1.00
2024-05-05 10:50:00 NOAA-UT (N)  6   17.00   1.00
2024-05-05 10:50:00 NOAA-UT (S)  6   18.00   1.00
2024-05-05 10:55:00 NOAA-UT (N)  6   17.00   1.00
2024-05-05 10:55:00 NOAA-UT (S)  6   18.00   1.00
2024-05-05 11:00:00 NOAA-UT (N)  6   16.00   1.00
2024-05-05 11:00:00 NOAA-UT (S)  6   17.00   1.00
2024-05-05 11:05:00 NOAA-UT (N)  6   16.00   1.00
2024-05-05 11:05:00 NOAA-UT (S)  6   17.00   1.00
2024-05-05 11:10:00 NOAA-UT (N)  6   15.00   1.00
2024-05-05 11:10:00 NOAA-UT (S)  6   16.00   1.00
2024-05-05 11:15:00 NOAA-UT (N)  6   15.00   1.00
2024-05-05 11:15:00 NOAA-UT (S)  6   15.00   1.00
2024-05-05 11:20:00 NOAA-UT (N)  6   14.00   1.00
2024-05-05 11:20:00 NOAA-UT (S)  6   14.00   1.00
2024-05-05 11:25:00 NOAA-UT (N)  6   13.00   1.00
2024-05-05 11:25:00 NOAA-UT (S)  6   14.00   1.00
2024-05-05 11:30:00 NOAA-UT (N)  6   13.00   1.00
2024-05-05 11:30:00 NOAA-UT (S)  6   14.00   1.00
2024-05-05 11:35:00 NOAA-UT (N)  6   14.00   1.00
2024-05-05 11:35:00 NOAA-UT (S)  6   15.00   1.00
2024-05-05 11:40:00 NOAA-UT (N)  6   14.00   1.00
2024-05-05 11:40:00 NOAA-UT (S)  6   14.00   1.00
2024-05-05 11:45:00 NOAA-UT (N)  6   13.00   1.00
2024-05-05 11:45:00 NOAA-UT (S)  6   14.00   1.00
2024-05-05 11:50:00 NOAA-UT (N)  6   13.00   1.00
2024-05-05 11:50:00 NOAA-UT (S)  6   13.00   1.00
2024-05-05 11:55:00 NOAA-UT (N)  6   13.00   1.00
2024-05-05 11:55:00 NOAA-UT (S)  6   13.00   1.00
2024-05-05 12:00:00 NOAA-UT (N)  6   13.00   1.00
2024-05-05 12:00:00 NOAA-UT (S)  6   13.00   1.00
2024-05-05 12:05:00 NOAA-UT (N)  5   12.00   1.00
2024-05-05 12:05:00 NOAA-UT (S)  6   13.00   1.00
2024-05-05 12:10:00 NOAA-UT (N)  5   12.00   1.00
2024-05-05 12:10:00 NOAA-UT (S)  5   12.00   1.00
2024-05-05 12:15:00 NOAA-UT (N)  5   12.00   1.00
2024-05-05 12:15:00 NOAA-UT (S)  5   12.00   1.00
2024-05-05 12:20:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:20:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 12:25:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:25:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 12:30:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:30:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 12:35:00 NOAA-UT (N)  5   12.00   1.00
2024-05-05 12:35:00 NOAA-UT (S)  5   12.00   1.00
2024-05-05 12:40:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:40:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 12:45:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:45:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 12:50:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:50:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 12:55:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 12:55:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:00:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:00:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:05:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:05:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:10:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:10:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:15:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:15:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:20:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:20:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:25:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:25:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:30:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:30:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:35:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:35:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:40:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:40:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:45:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:45:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:50:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:50:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 13:55:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 13:55:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 14:00:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 14:00:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 14:05:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 14:05:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 14:10:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 14:10:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 14:15:00 NOAA-UT (N)  5   11.00   1.00
2024-05-05 14:15:00 NOAA-UT (S)  5   11.00   1.00
2024-05-05 14:20:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:20:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:25:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:25:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:30:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:30:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:35:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:35:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:40:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:40:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:45:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:45:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:50:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:50:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 14:55:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 14:55:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:00:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:00:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:05:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:05:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:10:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:10:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:15:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:15:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:20:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:20:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:25:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:25:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:30:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:30:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:35:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:35:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:40:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:40:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:45:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:45:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:50:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:50:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 15:55:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 15:55:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:00:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:00:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:05:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:05:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:10:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:10:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:15:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:15:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:20:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:20:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:25:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:25:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:30:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:30:00 NOAA-UT (S)  5   10.00   1.00
2024-05-05 16:35:00 NOAA-UT (N)  5   10.00   1.00
2024-05-05 16:35:00 NOAA-UT (S)  5   10.00   1.00
